Position;PositionIdx;Indices;Frame;Idx;Time;BacteriaLineage;NextDivisionFrame;PreviousDivisionFrame;SizeRatio;TrackErrorSizeRatio;EndOfChannelContact;TruncatedDivision;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;BacteriaCenterX;BacteriaCenterY;BacteriaCenterZ;GrowthRateArea;Size;GrowthRateLength;Length;MeanRFP
mv221_mv248__xy22;3;55-2-2;55;2;550.00000;AHHHHHHTH;61;54;1.28571;NA;NA;false;54-2-2;7;7;0-2;false;false;54-2-2;56-2-2;2.04630;7.82055;0.00000;1.46171e-02;1.48297;1.27702e-02;2.30819;1.67812e+03
mv221_mv248__xy22;3;55-2-3;55;3;550.00000;AHHHHHHTT;60;54;1.24828;NA;NA;false;54-2-3;6;6;0-2;false;false;54-2-3;56-2-3;2.06959;10.07697;0.00000;1.25101e-02;1.52945;1.30289e-02;2.36246;1.63611e+03
mv221_mv248__xy22;3;55-2-4;55;4;550.00000;AHHHHHTHH;NA;55;1.19393;NA;NA;false;55-2-4;7;7;0-2;false;false;54-2-4;56-2-4;2.02885;12.09751;0.00000;2.50469e-03;1.17032;1.79743e-03;1.86132;1.86625e+03
mv221_mv248__xy22;3;55-2-5;55;5;550.00000;AHHHHHTHT;NA;55;1.19393;NA;NA;false;55-2-5;5;5;0-2;false;false;54-2-4;56-2-5;1.99306;13.87167;0.00000;4.65871e-03;0.98865;4.93781e-03;1.63666;1.83697e+03
mv221_mv248__xy22;3;55-2-6;55;6;550.00000;AHHHHHTTH;59;52;1.21721;NA;NA;false;52-2-3;7;7;0-2;false;false;54-2-5;56-2-6;2.09116;15.75889;0.00000;8.77268e-03;1.25482;8.71017e-03;2.16948;1.65211e+03
mv221_mv248__xy22;3;55-2-7;55;7;550.00000;AHHHHHTTT;57;52;1.10949;NA;NA;false;52-2-4;5;5;0-2;false;false;54-2-6;56-2-7;2.01180;17.94535;0.00000;5.85288e-03;1.28440;6.35582e-03;2.09619;1.73343e+03
mv221_mv248__xy22;3;55-2-8;55;8;550.00000;AHHHHTHH;56;50;0.98198;NA;NA;false;50-2-4;6;6;0-2;false;false;54-2-7;NA;2.02355;20.13648;0.00000;2.44581e-03;1.38157;2.59757e-03;2.28981;2.52509e+03
mv221_mv248__xy22;3;55-3-0;55;0;550.00000;AHHHHHH;56;51;1.01814;NA;NA;false;51-3-0;5;5;0-3;false;false;54-3-0;NA;2.03214;5.09872;0.00000;1.60649e-02;3.55745;1.56352e-02;5.52653;1.71122e+03
mv221_mv248__xy22;3;55-3-1;55;1;550.00000;AHHHHHTH;64;55;1.16792;NA;NA;false;55-3-1;9;9;0-3;false;false;54-3-1;56-3-2;2.01500;8.92601;0.00000;5.26789e-03;1.25482;4.58327e-03;2.03170;1.89468e+03
mv221_mv248__xy22;3;55-3-2;55;2;550.00000;AHHHHHTT;61;55;1.16792;NA;NA;false;55-3-2;6;6;0-3;false;false;54-3-1;56-3-3;2.05154;11.12348;0.00000;1.07893e-02;1.36045;8.64057e-03;2.21382;1.78142e+03
mv221_mv248__xy22;3;55-3-3;55;3;550.00000;AHHHHTH;56;50;1.18641;NA;NA;false;50-3-1;6;6;0-3;false;false;54-3-2;NA;1.97713;14.09255;0.00000;1.29785e-02;2.58147;1.21048e-02;3.91945;1.98810e+03
mv221_mv248__xy22;3;55-3-4;55;4;550.00000;AHHHHTT;56;50;1.17878;NA;NA;false;50-3-2;6;6;0-3;false;false;54-3-3;NA;1.96686;18.39024;0.00000;9.78233e-03;2.13362;9.34019e-03;3.38250;2.14209e+03
mv221_mv248__xy22;3;55-4-0;55;0;550.00000;AHHHHHHH;63;52;1.04474;NA;NA;false;52-4-0;11;11;0-4;false;false;54-4-0;56-4-0;1.91888;2.83855;0.00000;7.69161e-03;1.67732;6.08070e-03;2.55575;2.34354e+03
mv221_mv248__xy22;3;55-4-1;55;1;550.00000;AHHHHHHT;60;52;1.10252;NA;NA;false;52-4-1;8;8;0-4;false;false;54-4-1;56-4-1;1.86370;6.15557;0.00000;4.40568e-03;2.95327;3.76778e-03;4.16203;2.92958e+03
mv221_mv248__xy22;3;55-4-2;55;2;550.00000;AHHHHHT;63;38;1.08636;NA;NA;false;38-4-1;25;25;0-4;false;false;54-4-2;56-4-2;1.89914;10.39329;0.00000;3.36942e-03;3.02932;2.75827e-03;4.30229;3.37707e+03
mv221_mv248__xy22;3;55-4-3;55;3;550.00000;AHHHHTHHH;60;54;1.16791;NA;NA;false;54-4-3;6;6;0-4;false;false;54-4-3;56-4-3;1.85613;14.27570;0.00000;1.22264e-02;1.32242;9.46373e-03;2.03170;2.30084e+03
mv221_mv248__xy22;3;55-4-4;55;4;550.00000;AHHHHTHHT;NA;54;1.05907;NA;NA;false;54-4-4;7;7;0-4;false;false;54-4-4;56-4-4;1.91530;16.12466;0.00000;1.39018e-03;1.06047;-7.54245e-05;1.60801;2.38660e+03
mv221_mv248__xy22;3;55-4-5;55;5;550.00000;AHHHHTHTH;NA;53;1.13537;NA;NA;false;53-4-4;6;6;0-4;false;false;54-4-5;56-4-5;1.85850;18.44075;0.00000;3.06733e-03;1.09850;3.76209e-03;1.65718;2.52005e+03
mv221_mv248__xy22;3;55-4-6;55;6;550.00000;AHHHHTHTT;NA;53;1.03113;NA;NA;false;53-4-5;4;4;0-4;false;false;54-4-6;56-4-6;1.86758;20.13847;0.00000;1.07581e-03;1.11962;1.70369e-03;1.72097;2.47818e+03
mv221_mv248__xy22;3;55-5-0;55;0;550.00000;AHHHHHHHHH;58;52;1.49415;true;NA;false;52-5-0;6;6;0-5;false;false;54-5-0;56-5-0;2.03764;3.38572;0.00000;2.37596e-02;2.15897;2.37418e-02;3.26038;1.69440e+03
mv221_mv248__xy22;3;55-5-1;55;1;550.00000;AHHHHHHHHT;57;52;1.14416;NA;NA;false;52-5-1;5;5;0-5;false;false;54-5-1;56-5-1;1.99965;7.28483;0.00000;1.34068e-02;3.18565;1.25298e-02;4.42764;1.98182e+03
mv221_mv248__xy22;3;55-5-2;55;2;550.00000;AHHHHHHHTHH;60;55;1.16697;NA;NA;false;55-5-2;5;5;0-5;false;false;54-5-2;56-5-2;1.91771;11.14666;0.00000;9.81395e-03;1.30975;9.12071e-03;2.04104;1.64186e+03
mv221_mv248__xy22;3;55-5-3;55;3;550.00000;AHHHHHHHTHT;NA;55;1.16697;NA;NA;false;55-5-3;5;5;0-5;false;false;54-5-2;56-5-3;1.95818;13.26339;0.00000;5.39624e-03;1.37735;4.90959e-03;2.14894;1.55310e+03
mv221_mv248__xy22;3;55-5-4;55;4;550.00000;AHHHHHHHTTH;NA;55;0.98185;NA;NA;false;55-5-4;4;4;0-5;false;false;54-5-3;56-5-4;2.00934;15.32006;0.00000;3.41625e-03;1.11540;-3.17613e-03;2.03170;1.84576e+03
mv221_mv248__xy22;3;55-5-5;55;5;550.00000;AHHHHHHHTTT;NA;55;0.98185;NA;NA;false;55-5-5;3;3;0-5;false;false;54-5-3;56-5-5;1.86975;17.35383;0.00000;3.31710e-03;1.17032;2.63401e-03;1.98862;1.80797e+03
mv221_mv248__xy22;3;55-5-6;55;6;550.00000;AHHHHHHTHH;NA;51;0.93484;NA;NA;false;51-5-3;5;5;0-5;false;false;54-5-4;NA;2.01913;19.39619;0.00000;8.83086e-03;1.39425;7.21356e-03;2.16948;2.49436e+03
mv221_mv248__xy22;3;56-0-0;56;0;560.00000;AHHHHHHHHHHH;60;55;1.13702;NA;NA;false;55-0-0;5;5;0-0;false;false;55-0-0;57-0-0;2.15517;3.16686;0.00000;9.63960e-03;1.99842;8.77696e-03;3.19096;1.45648e+03
mv221_mv248__xy22;3;56-0-1;56;1;560.00000;AHHHHHHHHHHT;60;55;1.08625;NA;NA;false;55-0-1;5;5;0-0;false;false;55-0-1;57-0-1;2.08936;6.00742;0.00000;1.13096e-02;1.70267;1.14447e-02;2.57551;1.61835e+03
mv221_mv248__xy22;3;56-0-2;56;2;560.00000;AHHHHHHHHHTH;60;55;1.11892;NA;NA;false;55-0-2;5;5;0-0;false;false;55-0-2;57-0-2;1.98972;8.61172;0.00000;1.40149e-02;1.74915;1.29881e-02;2.82208;1.62957e+03
mv221_mv248__xy22;3;56-0-3;56;3;560.00000;AHHHHHHHHHTT;60;55;1.15920;NA;NA;false;55-0-3;5;5;0-0;false;false;55-0-3;57-0-3;2.04150;11.61659;0.00000;1.25702e-02;1.96885;1.24192e-02;3.09894;1.48137e+03
mv221_mv248__xy22;3;56-0-4;56;4;560.00000;AHHHHHHHHTH;57;52;1.10643;NA;NA;false;52-0-2;5;5;0-0;false;false;55-0-4;NA;2.07882;14.89397;0.00000;1.68888e-02;2.32797;1.45754e-02;3.65448;1.54542e+03
mv221_mv248__xy22;3;56-0-5;56;5;560.00000;AHHHHHHHHTT;NA;52;0.99394;NA;NA;false;52-0-3;6;6;0-0;false;false;55-0-5;57-0-6;2.01606;18.44586;0.00000;7.91874e-03;2.07870;7.28547e-03;3.35554;1.78429e+03
mv221_mv248__xy22;3;56-0-6;56;6;560.00000;AHHHHHHHTHH;NA;53;0.85358;NA;0.39308;false;53-0-4;4;4;0-0;false;false;55-0-6;NA;2.09400;20.91529;0.00000;4.95412e-03;1.15765;1.79913e-03;1.75018;1.94466e+03
mv221_mv248__xy22;3;56-1-0;56;0;560.00000;AHHHHHHH;76;51;1.05616;NA;NA;false;51-1-0;25;25;0-1;false;false;55-1-0;57-1-0;2.08611;3.10285;0.00000;2.98783e-03;2.06602;2.86074e-03;3.12609;3.21446e+03
mv221_mv248__xy22;3;56-1-1;56;1;560.00000;AHHHHHHT;64;51;0.98529;NA;NA;false;51-1-1;13;13;0-1;false;false;55-1-1;57-1-1;2.03731;5.95364;0.00000;7.37638e-03;1.69845;6.68445e-03;2.55575;3.39444e+03
mv221_mv248__xy22;3;56-1-2;56;2;560.00000;AHHHHHT;63;49;1.10488;NA;NA;false;49-1-1;14;14;0-1;false;false;55-1-2;57-1-2;1.99477;8.70598;0.00000;7.44860e-03;1.91392;6.35470e-03;2.88647;3.08074e+03
mv221_mv248__xy22;3;56-1-3;56;3;560.00000;AHHHHTH;68;49;1.07617;NA;NA;false;49-1-2;19;19;0-1;false;false;55-1-3;57-1-3;2.03132;11.47413;0.00000;4.44077e-03;1.85055;3.81397e-03;2.68474;3.03276e+03
mv221_mv248__xy22;3;56-1-4;56;4;560.00000;E;NA;NA;NA;NA;NA;false;56-1-4;2;2;0-1;false;false;NA;57-1-4;2.00021;19.88979;0.00000;NA;1.31820;NA;2.11625;1.75023e+03
mv221_mv248__xy22;3;56-2-0;56;0;560.00000;AHHHHHHHH;60;54;1.19310;NA;NA;false;54-2-0;6;6;0-2;false;false;55-2-0;57-2-0;2.08357;3.60806;0.00000;1.82721e-02;1.46185;1.73758e-02;2.16070;1.67004e+03
mv221_mv248__xy22;3;56-2-1;56;1;560.00000;AHHHHHHHT;63;54;1.13621;NA;NA;false;54-2-1;9;9;0-2;false;false;55-2-1;57-2-1;2.08779;5.95035;0.00000;9.91895e-03;1.44495;8.53935e-03;2.51156;1.75191e+03
mv221_mv248__xy22;3;56-2-2;56;2;560.00000;AHHHHHHTH;61;54;1.17949;NA;NA;false;54-2-2;7;7;0-2;false;false;55-2-2;57-2-2;2.08754;8.26285;0.00000;1.46171e-02;1.74915;1.27702e-02;2.54830;1.72511e+03
mv221_mv248__xy22;3;56-2-3;56;3;560.00000;AHHHHHHTT;60;54;1.04972;NA;NA;false;54-2-3;6;6;0-2;false;false;55-2-3;57-2-3;2.05486;10.77683;0.00000;1.25101e-02;1.60550;1.30289e-02;2.54830;1.77483e+03
mv221_mv248__xy22;3;56-2-4;56;4;560.00000;AHHHHHTHH;NA;55;1.05415;NA;NA;false;55-2-4;7;7;0-2;false;false;55-2-4;57-2-4;2.04105;12.95192;0.00000;2.50469e-03;1.23370;1.79743e-03;2.01814;2.02383e+03
mv221_mv248__xy22;3;56-2-5;56;5;560.00000;AHHHHHTHT;NA;55;1.05983;NA;NA;false;55-2-5;5;5;0-2;false;false;55-2-5;57-2-5;2.04435;14.87583;0.00000;4.65871e-03;1.04780;4.93781e-03;1.73442;1.98040e+03
mv221_mv248__xy22;3;56-2-6;56;6;560.00000;AHHHHHTTH;59;52;1.13131;NA;NA;false;52-2-3;7;7;0-2;false;false;55-2-6;57-2-6;2.06994;16.89323;0.00000;8.77268e-03;1.41960;8.71017e-03;2.32005;1.67869e+03
mv221_mv248__xy22;3;56-2-7;56;7;560.00000;AHHHHHTTT;57;52;1.09211;NA;NA;false;52-2-4;5;5;0-2;false;false;55-2-7;NA;2.07198;19.15444;0.00000;5.85288e-03;1.40270;6.35582e-03;2.28334;1.75777e+03
mv221_mv248__xy22;3;56-2-8;56;8;560.00000;AHHHHTHHH;NA;56;NA;NA;0.42365;true;56-2-8;1;1;0-2;false;false;55-2-8;NA;1.98294;21.03091;0.00000;NA;0.92527;NA;1.50766;2.58037e+03
mv221_mv248__xy22;3;56-3-0;56;0;560.00000;AHHHHHHH;60;56;1.09501;NA;NA;false;56-3-0;4;4;0-3;false;false;55-3-0;57-3-0;2.06912;4.61662;0.00000;9.48784e-03;1.86745;1.09481e-02;2.74235;1.75053e+03
mv221_mv248__xy22;3;56-3-1;56;1;560.00000;AHHHHHHT;59;56;1.09501;NA;NA;false;56-3-1;3;3;0-3;false;false;55-3-0;57-3-1;2.05333;7.48001;0.00000;7.70753e-03;2.02800;8.17943e-03;2.87841;1.76833e+03
mv221_mv248__xy22;3;56-3-2;56;2;560.00000;AHHHHHTH;64;55;1.16498;NA;NA;false;55-3-1;9;9;0-3;false;false;55-3-1;57-3-2;2.04356;10.12215;0.00000;5.26789e-03;1.46185;4.58327e-03;2.28981;1.93340e+03
mv221_mv248__xy22;3;56-3-3;56;3;560.00000;AHHHHHTT;61;55;1.07143;NA;NA;false;55-3-2;6;6;0-3;false;false;55-3-2;57-3-3;1.98824;12.49281;0.00000;1.07893e-02;1.45762;8.64057e-03;2.38383;1.95151e+03
mv221_mv248__xy22;3;56-3-4;56;4;560.00000;AHHHHTHH;NA;56;1.09165;NA;NA;false;56-3-4;6;6;0-3;false;false;55-3-3;57-3-4;2.00353;14.78541;0.00000;4.21144e-03;1.50832;4.39022e-03;2.33367;2.07843e+03
mv221_mv248__xy22;3;56-3-5;56;5;560.00000;AHHHHTHT;NA;56;1.09165;NA;NA;false;56-3-5;3;3;0-3;false;false;55-3-3;57-3-5;2.01689;17.05181;0.00000;-1.63949e-03;1.30975;-2.15415e-04;2.10524;2.13685e+03
mv221_mv248__xy22;3;56-3-6;56;6;560.00000;AHHHHTTH;NA;56;1.05347;NA;NA;false;56-3-6;2;2;0-3;false;false;55-3-4;57-3-6;2.02508;19.16384;0.00000;NA;1.28017;NA;1.96726;2.18450e+03
mv221_mv248__xy22;3;56-3-7;56;7;560.00000;AHHHHTTT;NA;56;1.05347;NA;0.42500;false;56-3-7;1;1;0-3;false;false;55-3-4;NA;2.00478;20.99756;0.00000;NA;0.96752;NA;1.58152;2.34490e+03
mv221_mv248__xy22;3;56-4-0;56;0;560.00000;AHHHHHHH;63;52;1.03778;NA;NA;false;52-4-0;11;11;0-4;false;false;55-4-0;57-4-0;1.98944;2.92042;0.00000;7.69161e-03;1.74070;6.08070e-03;2.62023;2.38974e+03
mv221_mv248__xy22;3;56-4-1;56;1;560.00000;AHHHHHHT;60;52;1.01574;NA;NA;false;52-4-1;8;8;0-4;false;false;55-4-1;57-4-1;1.97783;6.40799;0.00000;4.40568e-03;2.99975;3.76778e-03;4.29443;2.94778e+03
mv221_mv248__xy22;3;56-4-2;56;2;560.00000;AHHHHHT;63;38;0.94421;NA;NA;false;38-4-1;25;25;0-4;false;false;55-4-2;57-4-2;2.01029;10.83849;0.00000;3.36942e-03;2.86032;2.75827e-03;4.36711;3.53490e+03
mv221_mv248__xy22;3;56-4-3;56;3;560.00000;AHHHHTHHH;60;54;0.97444;NA;NA;false;54-4-3;6;6;0-4;false;false;55-4-3;57-4-3;1.92719;14.65015;0.00000;1.22264e-02;1.28862;9.46373e-03;2.06573;2.37930e+03
mv221_mv248__xy22;3;56-4-4;56;4;560.00000;AHHHHTHHT;NA;54;0.94422;NA;NA;false;54-4-4;7;7;0-4;false;false;55-4-4;57-4-4;2.00677;16.91070;0.00000;1.39018e-03;1.00132;-7.54245e-05;1.44323;2.57368e+03
mv221_mv248__xy22;3;56-4-5;56;5;560.00000;AHHHHTHTH;NA;53;1.04615;NA;NA;false;53-4-4;6;6;0-4;false;false;55-4-5;57-4-5;1.97533;19.28588;0.00000;3.06733e-03;1.14920;3.76209e-03;1.79781;2.52195e+03
mv221_mv248__xy22;3;56-4-6;56;6;560.00000;AHHHHTHTT;NA;53;0.89434;NA;0.40822;false;53-4-5;4;4;0-4;false;false;55-4-6;NA;1.99552;21.01091;0.00000;1.07581e-03;1.00132;1.70369e-03;1.57214;2.59365e+03
mv221_mv248__xy22;3;56-5-0;56;0;560.00000;AHHHHHHHHH;58;52;1.19765;NA;NA;false;52-5-0;6;6;0-5;false;false;55-5-0;57-5-0;2.00757;4.41129;0.00000;2.37596e-02;2.58570;2.37418e-02;3.91352;1.66641e+03
mv221_mv248__xy22;3;56-5-1;56;1;560.00000;AHHHHHHHHT;57;52;1.14191;NA;NA;false;52-5-1;5;5;0-5;false;false;55-5-1;NA;1.95151;9.06059;0.00000;1.34068e-02;3.63772;1.25298e-02;5.39657;2.07973e+03
mv221_mv248__xy22;3;56-5-2;56;2;560.00000;AHHHHHHHTHH;60;55;1.19677;NA;NA;false;55-5-2;5;5;0-5;false;false;55-5-2;57-5-3;1.93352;13.02908;0.00000;9.81395e-03;1.56747;9.12071e-03;2.67765;1.53244e+03
mv221_mv248__xy22;3;56-5-3;56;3;560.00000;AHHHHHHHTHT;NA;55;1.16564;NA;NA;false;55-5-3;5;5;0-5;false;false;55-5-3;57-5-4;1.93256;15.46863;0.00000;5.39624e-03;1.60550;4.90959e-03;2.51156;1.62082e+03
mv221_mv248__xy22;3;56-5-4;56;4;560.00000;AHHHHHHHTTH;NA;55;1.02273;NA;NA;false;55-5-4;4;4;0-5;false;false;55-5-4;57-5-5;2.04051;17.69228;0.00000;3.41625e-03;1.14075;-3.17613e-03;1.98862;1.92599e+03
mv221_mv248__xy22;3;56-5-5;56;5;560.00000;AHHHHHHHTTT;NA;55;0.95668;NA;NA;false;55-5-5;3;3;0-5;false;false;55-5-5;57-5-6;1.94926;19.58511;0.00000;3.31710e-03;1.11962;2.63401e-03;1.78484;1.95868e+03
mv221_mv248__xy22;3;57-0-0;57;0;570.00000;AHHHHHHHHHHH;60;55;1.15222;NA;NA;false;55-0-0;5;5;0-0;false;false;56-0-0;58-0-0;2.13653;3.37213;0.00000;9.63960e-03;2.30262;8.77696e-03;3.58974;1.48879e+03
mv221_mv248__xy22;3;57-0-1;57;1;570.00000;AHHHHHHHHHHT;60;55;1.13896;NA;NA;false;55-0-1;5;5;0-0;false;false;56-0-1;58-0-1;2.12489;6.61032;0.00000;1.13096e-02;1.93927;1.14447e-02;2.94300;1.67421e+03
mv221_mv248__xy22;3;57-0-2;57;2;570.00000;AHHHHHHHHHTH;60;55;1.25121;NA;NA;false;55-0-2;5;5;0-0;false;false;56-0-2;58-0-2;2.04988;9.61686;0.00000;1.40149e-02;2.18855;1.29881e-02;3.36622;1.59814e+03
mv221_mv248__xy22;3;57-0-3;57;3;570.00000;AHHHHHHHHHTT;60;55;1.16094;NA;NA;false;55-0-3;5;5;0-0;false;false;56-0-3;58-0-3;2.08709;12.80620;0.00000;1.25702e-02;2.28572;1.24192e-02;3.47492;1.51988e+03
mv221_mv248__xy22;3;57-0-4;57;4;570.00000;AHHHHHHHHTHH;60;57;1.16697;NA;NA;false;57-0-4;3;3;0-0;false;false;56-0-4;58-0-4;2.10486;15.62800;0.00000;9.19132e-03;1.40270;9.29646e-03;2.22334;1.60476e+03
mv221_mv248__xy22;3;57-0-5;57;5;570.00000;AHHHHHHHHTHT;NA;57;1.16697;NA;NA;false;57-0-5;2;2;0-0;false;false;56-0-4;58-0-5;2.06474;17.62900;0.00000;NA;1.31397;NA;1.98862;1.65908e+03
mv221_mv248__xy22;3;57-0-6;57;6;570.00000;AHHHHHHHHTT;NA;52;0.96341;NA;0.31038;false;52-0-3;6;6;0-0;false;false;56-0-5;NA;2.00472;20.18744;0.00000;7.91874e-03;2.00265;7.28547e-03;3.18765;1.80316e+03
mv221_mv248__xy22;3;57-1-0;57;0;570.00000;AHHHHHHH;76;51;1.01431;NA;NA;false;51-1-0;25;25;0-1;false;false;56-1-0;58-1-0;2.03217;3.24830;0.00000;2.98783e-03;2.09560;2.86074e-03;3.26621;3.30686e+03
mv221_mv248__xy22;3;57-1-1;57;1;570.00000;AHHHHHHT;64;51;1.14179;NA;NA;false;51-1-1;13;13;0-1;false;false;56-1-1;58-1-1;2.04134;6.32695;0.00000;7.37638e-03;1.93927;6.68445e-03;2.96018;3.24926e+03
mv221_mv248__xy22;3;57-1-2;57;2;570.00000;AHHHHHT;63;49;1.01987;NA;NA;false;49-1-1;14;14;0-1;false;false;56-1-2;58-1-2;2.01528;9.02543;0.00000;7.44860e-03;1.95195;6.35470e-03;3.02442;3.08165e+03
mv221_mv248__xy22;3;57-1-3;57;3;570.00000;AHHHHTH;68;49;1.02740;NA;NA;false;49-1-2;19;19;0-1;false;false;56-1-3;58-1-3;2.02814;11.96130;0.00000;4.44077e-03;1.90125;3.81397e-03;2.74235;2.99601e+03
mv221_mv248__xy22;3;57-1-4;57;4;570.00000;E;NA;NA;0.91987;NA;NA;false;56-1-4;2;2;0-1;false;false;56-1-4;NA;2.04444;18.03105;0.00000;NA;1.21257;NA;1.81302;1.72250e+03
mv221_mv248__xy22;3;57-1-5;57;5;570.00000;F;NA;NA;NA;NA;0.41806;false;57-1-5;1;1;0-1;false;false;NA;NA;2.04337;20.80402;0.00000;NA;1.22947;NA;1.97690;1.84924e+03
mv221_mv248__xy22;3;57-2-0;57;0;570.00000;AHHHHHHHH;60;54;1.52312;true;NA;false;54-2-0;6;6;0-2;false;false;56-2-0;58-2-0;2.01772;3.46560;0.00000;1.82721e-02;2.22657;1.73758e-02;3.38999;1.57094e+03
mv221_mv248__xy22;3;57-2-1;57;1;570.00000;AHHHHHHHT;63;54;1.21053;NA;NA;false;54-2-1;9;9;0-2;false;false;56-2-1;58-2-1;2.02882;6.45745;0.00000;9.91895e-03;1.74915;8.53935e-03;2.65149;1.76590e+03
mv221_mv248__xy22;3;57-2-2;57;2;570.00000;AHHHHHHTH;61;54;1.18841;NA;NA;false;54-2-2;7;7;0-2;false;false;56-2-2;58-2-2;2.04235;9.14175;0.00000;1.46171e-02;2.07870;1.27702e-02;2.96018;1.68479e+03
mv221_mv248__xy22;3;57-2-3;57;3;570.00000;AHHHHHHTT;60;54;1.26053;NA;NA;false;54-2-3;6;6;0-2;false;false;56-2-3;58-2-3;2.01039;12.09746;0.00000;1.25101e-02;2.02377;1.30289e-02;2.87841;1.71375e+03
mv221_mv248__xy22;3;57-2-4;57;4;570.00000;AHHHHHTHH;NA;55;1.18836;NA;NA;false;55-2-4;7;7;0-2;false;false;56-2-4;58-2-4;2.00245;14.62238;0.00000;2.50469e-03;1.46607;1.79743e-03;2.24415;1.95873e+03
mv221_mv248__xy22;3;57-2-5;57;5;570.00000;AHHHHHTHT;NA;55;1.05242;NA;NA;false;55-2-5;5;5;0-2;false;false;56-2-5;58-2-5;1.99334;16.71546;0.00000;4.65871e-03;1.10272;4.93781e-03;1.84879;2.08367e+03
mv221_mv248__xy22;3;57-2-6;57;6;570.00000;AHHHHHTTH;59;52;1.02083;NA;NA;false;52-2-3;7;7;0-2;false;false;56-2-6;58-2-6;1.97881;18.84583;0.00000;8.77268e-03;1.44917;8.71017e-03;2.36246;1.78054e+03
mv221_mv248__xy22;3;57-2-7;57;7;570.00000;AHHHHHTTTH;NA;57;NA;NA;0.31193;true;57-2-7;1;1;0-2;false;false;56-2-7;NA;1.95463;20.93668;0.00000;NA;1.06892;NA;1.70988;1.97642e+03
mv221_mv248__xy22;3;57-3-0;57;0;570.00000;AHHHHHHH;60;56;1.29864;NA;NA;false;56-3-0;4;4;0-3;false;false;56-3-0;58-3-0;2.10129;4.77739;0.00000;9.48784e-03;2.42515;1.09481e-02;3.45051;1.71713e+03
mv221_mv248__xy22;3;57-3-1;57;1;570.00000;AHHHHHHT;59;56;1.18958;NA;NA;false;56-3-1;3;3;0-3;false;false;56-3-1;58-3-1;2.09810;8.27970;0.00000;7.70753e-03;2.41247;8.17943e-03;3.39559;1.70321e+03
mv221_mv248__xy22;3;57-3-2;57;2;570.00000;AHHHHHTH;64;55;1.10405;NA;NA;false;55-3-1;9;9;0-3;false;false;56-3-2;58-3-2;2.03763;11.30047;0.00000;5.26789e-03;1.61395;4.58327e-03;2.53833;1.96730e+03
mv221_mv248__xy22;3;57-3-3;57;3;570.00000;AHHHHHTT;61;55;1.09565;NA;NA;false;55-3-2;6;6;0-3;false;false;56-3-3;58-3-3;2.01019;13.88679;0.00000;1.07893e-02;1.59705;8.64057e-03;2.55575;1.99440e+03
mv221_mv248__xy22;3;57-3-4;57;4;570.00000;AHHHHTHH;NA;56;1.06723;NA;NA;false;56-3-4;6;6;0-3;false;false;56-3-4;58-3-4;2.06823;16.30784;0.00000;4.21144e-03;1.60972;4.39022e-03;2.66817;2.08072e+03
mv221_mv248__xy22;3;57-3-5;57;5;570.00000;AHHHHTHT;NA;56;1.02581;NA;NA;false;56-3-5;3;3;0-3;false;false;56-3-5;58-3-5;2.04791;18.77192;0.00000;-1.63949e-03;1.34355;-2.15415e-04;2.15385;2.25803e+03
mv221_mv248__xy22;3;57-3-6;57;6;570.00000;AHHHHTTH;NA;56;0.91749;NA;0.41826;false;56-3-6;2;2;0-3;false;false;56-3-6;NA;2.04235;20.83905;0.00000;NA;1.17455;NA;1.88948;2.31646e+03
mv221_mv248__xy22;3;57-4-0;57;0;570.00000;AHHHHHHH;63;52;1.13350;NA;NA;false;52-4-0;11;11;0-4;false;false;56-4-0;58-4-0;1.97213;3.13155;0.00000;7.69161e-03;1.97307;6.08070e-03;2.87841;2.33477e+03
mv221_mv248__xy22;3;57-4-1;57;1;570.00000;AHHHHHHT;60;52;0.93944;NA;NA;false;52-4-1;8;8;0-4;false;false;56-4-1;58-4-1;1.92768;6.48265;0.00000;4.40568e-03;2.81807;3.76778e-03;4.03471;3.20836e+03
mv221_mv248__xy22;3;57-4-2;57;2;570.00000;AHHHHHT;63;38;1.06942;NA;NA;false;38-4-1;25;25;0-4;false;false;56-4-2;58-4-2;1.94524;11.52448;0.00000;3.36942e-03;3.05890;2.75827e-03;4.56159;3.49078e+03
mv221_mv248__xy22;3;57-4-3;57;3;570.00000;AHHHHTHHH;60;54;1.37049;true;NA;false;54-4-3;6;6;0-4;false;false;56-4-3;58-4-3;1.97084;14.94176;0.00000;1.22264e-02;1.76605;9.46373e-03;2.50060;2.24892e+03
mv221_mv248__xy22;3;57-4-4;57;4;570.00000;AHHHHTHHT;NA;54;0.98734;NA;NA;false;54-4-4;7;7;0-4;false;false;56-4-4;58-4-4;1.93445;17.49889;0.00000;1.39018e-03;0.98865;-7.54245e-05;1.45344;2.72324e+03
mv221_mv248__xy22;3;57-4-5;57;5;570.00000;AHHHHTHTH;NA;53;0.95221;NA;NA;false;53-4-4;6;6;0-4;false;false;56-4-5;58-4-5;1.95302;19.85888;0.00000;3.06733e-03;1.09427;3.76209e-03;1.75981;2.73398e+03
